DateTime,Entries,UniqueIPs
1496664011,50,14848
1496670715,53,15616
1496683823,54,15872
1496703863,53,15616
1496705425,54,15872
1496760731,51,15104
1496764340,52,15360
1496776506,51,15104
1496784618,50,14848
1496789106,49,14592
1496842229,48,14336
1496847058,47,14080
1496854240,46,13824
1496871018,47,14080
1496875507,46,13824
1496899817,47,14080
1496943906,47,13312
1497016302,46,13056
1497027160,46,12800
1497072623,47,13056
1497109978,51,14080
1497113403,52,14336
1497117155,51,14080
1497189103,50,13824
1497191422,49,13568
1497199892,52,14592
1497203516,53,14848
1497207208,52,14592
1497245423,51,14336
1497271926,56,15616
1497274212,54,15104
1497276007,55,15360
1497281415,56,15616
1497288617,55,15360
1497290007,54,15104
1497380051,56,15616
1497382218,55,15360
1497400220,56,15616
1497457816,55,15360
1497538391,59,16384
1497541903,58,16128
1497544217,59,16384
1497552900,61,16896
1497574214,62,17152
1497628452,64,17664
1497630615,64,17408
1497668359,65,17664
1497677425,64,17408
1497714709,65,17664
1497720615,64,17408
1497729279,65,17664
1497736513,66,17920
1497801167,69,18688
1497804306,67,18176
1497807020,66,17920
1497814218,65,17664
1497815638,66,17920
1497828621,65,17664
1497875421,62,16896
1497878106,60,16384
1497883982,61,16640
1497963007,60,16384
1497970404,62,16896
1497972617,62,17152
1497978009,61,16896
1497984936,58,16128
1497999614,56,15616
1498013485,55,15360
1498060441,56,15616
1498062619,57,15872
1498073420,56,15616
1498103452,57,15360
1498141822,55,14848
1498147211,58,15616
1498157697,57,15360
1498168815,56,15104
1498233136,55,15360
1498236756,54,15104
1498244073,53,14848
1498318227,51,14336
1498323174,55,16128
1498333850,54,15872
1498348727,53,15616
1498395954,55,16128
1498404944,52,15360
1498410907,53,15616
1498418105,52,15360
1498488307,51,15104
1498489384,52,15360
1498498221,53,15616
1498501823,51,15104
1498575034,48,14336
1498577421,49,14592
1498600330,50,14848
1498650764,51,15104
1498665289,50,14848
1498675868,49,14592
1498751702,46,13824
1498755196,45,13568
1498762524,44,13312
1498773624,47,14336
1498775418,47,14336
1498780702,48,14592
1498787888,49,14848
1498794707,50,15104
1498838020,48,14592
1498848795,48,14592
1498856093,47,14336
1498924189,48,14592
1498926615,46,14080
1498942336,47,14336
1498996278,50,15104
1499008505,49,14848
1499011205,50,15104
1499014812,49,14848
1499026506,48,14592
1499027421,48,14848
1499031023,49,15104
1499032655,48,14848
1499039377,47,14592
1499094020,47,14080
1499100687,47,14080
1499108105,48,14336
1499117422,47,14592
1499121018,48,14336
1499179932,46,13824
1499190654,46,14336
1499194427,48,14848
1499254221,47,14592
1499258707,46,14336
1499267707,47,14080
1499275826,45,13568
1499277623,47,14592
1499297096,46,14336
1499364029,49,15104
1499367630,50,15360
1499377509,51,14848
1499378431,52,15104
1499384708,51,14848
1499449505,50,14592
1499452204,47,13824
1499473817,47,13568
1499500948,48,13824
1499522475,49,14080
1499526169,50,14336
1499538619,51,14592
1499600965,50,14336
1499621418,49,14080
1499629795,53,15104
1499631307,52,14848
1499634905,52,14592
1499683905,53,14848
1499694831,55,15360
1499699083,57,15872
1499705511,56,15616
1499711418,55,15360
1499733020,56,15104
1499741448,55,14848
1499774416,57,15360
1499795580,53,14336
1499800507,52,14080
1499806494,51,13824
1499821218,50,13568
1499871621,49,13312
1499874617,50,13568
1499901306,49,13312
1499964537,51,13824
1499968816,50,13568
1499972418,49,13312
1499987705,48,13056
1500054669,49,13312
1500066037,47,12800
1500078619,48,13056
1500127217,46,12544
1500138016,45,12288
1500142504,44,12032
1500186627,43,11776
1500223793,46,12544
1500234571,45,12288
1500238243,46,12544
1500248964,47,12800
1500303086,44,12032
1500306568,48,13056
1500330623,47,12800
1500337821,48,13056
1500375122,51,13824
1500376507,49,13312
1500384617,50,13568
1500409828,51,13824
1500413425,50,13568
1500479401,49,13312
1500486770,51,14080
1500496224,52,14336
1500551384,54,15104
1500553817,55,15360
1500569382,56,15616
1500583793,57,15872
1500588910,56,15616
1500659378,55,15872
1500670145,54,15616
1500701430,55,15872
1500738681,57,16384
1500762622,56,16128
1500825033,60,17408
1500828535,58,16896
1500839315,57,16640
1500843115,56,16384
1500846578,55,16128
1500897049,60,17408
1500911455,59,17152
1500928221,58,16896
1500929604,60,17408
1500942626,59,17152
1500952506,58,16896
1500979863,56,16384
1500988507,55,16128
1501005130,60,17408
1501023624,59,17152
1501028107,58,16896
1501032625,57,16640
1501076954,59,17152
1501091460,58,16896
1501094989,57,16640
1501097417,58,16384
1501100108,57,16128
1501159847,56,15872
1501165827,55,15616
